InvoiceID,Branch,City,CustomerType,Gender,ProductLine,UnitPrice,Quantity,Tax5%,Total,Date,Time,TimeOfDay,Hour,Payment,Cogs,GrossMargin Percentage,GrossIncome,Rating,MonthName,Month,Day,Year
574-57-9721,C,Naypyitaw,Normal,Male,Food and beverages,43.27,2,4.33,90.87,8/3/2019,4:53:00 pm,Afternoon,16,Ewallet,86.54,4.76,4.33,5.7,March,3,8,2019
459-50-7686,A,Yangon,Normal,Female,Electronic accessories,23.46,6,7.04,147.8,13/1/2019,7:14:00 pm,Evening,19,Ewallet,140.76,4.76,7.04,6.4,January,1,13,2019
616-87-0016,B,Mandalay,Normal,Male,Fashion accessories,95.54,7,33.44,702.22,9/3/2019,2:36:00 pm,Afternoon,14,Credit card,668.78,4.76,33.44,9.6,March,3,9,2019
837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,47.44,1,2.37,49.81,22/2/2019,6:19:00 pm,Evening,18,Credit card,47.44,4.76,2.37,6.8,February,2,22,2019
751-69-0068,C,Naypyitaw,Normal,Male,Sports and travel,99.24,9,44.66,937.82,19/3/2019,7:09:00 pm,Evening,19,Ewallet,893.16,4.76,44.66,9,March,3,19,2019
257-73-1380,C,Naypyitaw,Member,Male,Sports and travel,82.93,4,16.59,348.31,20/1/2019,4:51:00 pm,Afternoon,16,Ewallet,331.72,4.76,16.59,9.6,January,1,20,2019
345-08-4992,A,Yangon,Normal,Male,Home and lifestyle,33.99,6,10.2,214.14,8/3/2019,3:37:00 pm,Afternoon,15,Credit card,203.94,4.76,10.2,7.7,March,3,8,2019
549-96-4200,C,Naypyitaw,Member,Male,Food and beverages,17.04,4,3.41,71.57,8/3/2019,8:15:00 pm,Evening,20,Ewallet,68.16,4.76,3.41,7,March,3,8,2019
810-60-6344,C,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,16.34,343.22,7/2/2019,2:38:00 pm,Afternoon,14,Credit card,326.88,4.76,16.34,6.5,February,2,7,2019
450-28-2866,C,Naypyitaw,Member,Male,Food and beverages,17.44,5,4.36,91.56,15/1/2019,7:25:00 pm,Evening,19,Cash,87.2,4.76,4.36,8.1,January,1,15,2019
394-30-3170,B,Mandalay,Member,Female,Sports and travel,88.43,8,35.37,742.81,22/3/2019,7:35:00 pm,Evening,19,Credit card,707.44,4.76,35.37,4.3,March,3,22,2019
138-17-5109,A,Yangon,Member,Female,Home and lifestyle,89.21,9,40.14,843.03,15/1/2019,3:42:00 pm,Afternoon,15,Credit card,802.89,4.76,40.14,6.5,January,1,15,2019
192-98-7397,C,Naypyitaw,Normal,Male,Fashion accessories,12.78,1,0.64,13.42,8/1/2019,2:11:00 pm,Afternoon,14,Ewallet,12.78,4.76,0.64,9.5,January,1,8,2019
301-11-9629,A,Yangon,Normal,Female,Sports and travel,19.1,7,6.68,140.38,15/1/2019,10:43:00 am,Morning,10,Cash,133.7,4.76,6.68,9.7,January,1,15,2019
390-80-5128,B,Mandalay,Member,Female,Health and beauty,19.15,1,0.96,20.11,28/1/2019,5:58:00 pm,Evening,17,Credit card,19.15,4.76,0.96,9.5,January,1,28,2019
235-46-8343,C,Naypyitaw,Member,Male,Food and beverages,27.66,10,13.83,290.43,14/2/2019,11:26:00 am,Morning,11,Credit card,276.6,4.76,13.83,8.9,February,2,14,2019
453-12-7053,C,Naypyitaw,Normal,Male,Fashion accessories,45.74,3,6.86,144.08,10/3/2019,5:38:00 pm,Evening,17,Credit card,137.22,4.76,6.86,6.5,March,3,10,2019
296-11-7041,B,Mandalay,Member,Female,Health and beauty,27.07,1,1.35,28.42,12/1/2019,8:07:00 pm,Evening,20,Credit card,27.07,4.76,1.35,5.3,January,1,12,2019
449-27-2918,B,Mandalay,Member,Female,Sports and travel,39.12,1,1.96,41.08,26/3/2019,11:02:00 am,Morning,11,Credit card,39.12,4.76,1.96,9.6,March,3,26,2019
891-01-7034,B,Mandalay,Normal,Female,Electronic accessories,74.71,6,22.41,470.67,1/1/2019,7:07:00 pm,Evening,19,Cash,448.26,4.76,22.41,6.7,January,1,1,2019
744-09-5786,B,Mandalay,Normal,Male,Electronic accessories,22.01,6,6.6,138.66,2/1/2019,6:50:00 pm,Evening,18,Cash,132.06,4.76,6.6,7.6,January,1,2,2019
727-17-0390,A,Yangon,Normal,Female,Food and beverages,63.61,5,15.9,333.95,16/3/2019,12:43:00 pm,Afternoon,12,Ewallet,318.05,4.76,15.9,4.8,March,3,16,2019
568-88-3448,A,Yangon,Normal,Male,Health and beauty,25,1,1.25,26.25,3/3/2019,3:09:00 pm,Afternoon,15,Ewallet,25,4.76,1.25,5.5,March,3,3,2019
187-83-5490,A,Yangon,Member,Male,Electronic accessories,20.77,4,4.15,87.23,31/1/2019,1:47:00 pm,Afternoon,13,Cash,83.08,4.76,4.15,4.7,January,1,31,2019
767-54-1907,B,Mandalay,Member,Female,Fashion accessories,29.56,5,7.39,155.19,13/2/2019,4:59:00 pm,Afternoon,16,Cash,147.8,4.76,7.39,6.9,February,2,13,2019
710-46-4433,B,Mandalay,Member,Female,Food and beverages,77.4,9,34.83,731.43,15/2/2019,2:15:00 pm,Afternoon,14,Credit card,696.6,4.76,34.83,4.5,February,2,15,2019
533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,79.39,10,39.7,833.6,7/2/2019,8:24:00 pm,Evening,20,Cash,793.9,4.76,39.7,6.2,February,2,7,2019
325-90-8763,C,Naypyitaw,Member,Female,Electronic accessories,46.57,10,23.28,488.98,27/1/2019,1:58:00 pm,Afternoon,13,Cash,465.7,4.76,23.28,7.6,January,1,27,2019
729-46-7422,C,Naypyitaw,Normal,Male,Food and beverages,35.89,1,1.79,37.68,23/2/2019,4:52:00 pm,Afternoon,16,Credit card,35.89,4.76,1.79,7.9,February,2,23,2019
639-76-1242,C,Naypyitaw,Normal,Male,Food and beverages,40.52,5,10.13,212.73,3/2/2019,3:19:00 pm,Afternoon,15,Cash,202.6,4.76,10.13,4.5,February,2,3,2019
234-03-4040,B,Mandalay,Member,Female,Food and beverages,73.05,10,36.52,767.02,3/3/2019,12:25:00 pm,Afternoon,12,Credit card,730.5,4.76,36.52,8.7,March,3,3,2019
326-71-2155,C,Naypyitaw,Normal,Female,Sports and travel,73.95,4,14.79,310.59,3/2/2019,10:02:00 am,Morning,10,Cash,295.8,4.76,14.79,6.1,February,2,3,2019
320-32-8842,C,Naypyitaw,Member,Female,Food and beverages,22.62,1,1.13,23.75,17/3/2019,6:58:00 pm,Evening,18,Cash,22.62,4.76,1.13,6.4,March,3,17,2019
470-32-9057,A,Yangon,Member,Male,Food and beverages,51.34,5,12.84,269.54,28/3/2019,3:31:00 pm,Afternoon,15,Credit card,256.7,4.76,12.84,9.1,March,3,28,2019
878-30-2331,C,Naypyitaw,Member,Female,Sports and travel,54.55,10,27.28,572.78,2/3/2019,11:22:00 am,Morning,11,Credit card,545.5,4.76,27.28,7.1,March,3,2,2019
440-59-5691,C,Naypyitaw,Member,Female,Health and beauty,37.15,7,13,273.05,8/2/2019,1:12:00 pm,Afternoon,13,Credit card,260.05,4.76,13,7.7,February,2,8,2019
554-53-3790,B,Mandalay,Normal,Male,Sports and travel,37.02,6,11.11,233.23,22/3/2019,6:33:00 pm,Evening,18,Cash,222.12,4.76,11.11,4.5,March,3,22,2019
746-19-0921,C,Naypyitaw,Normal,Male,Food and beverages,21.58,1,1.08,22.66,9/2/2019,10:02:00 am,Morning,10,Ewallet,21.58,4.76,1.08,7.2,February,2,9,2019
233-34-0817,C,Naypyitaw,Member,Female,Electronic accessories,98.84,1,4.94,103.78,15/2/2019,11:21:00 am,Morning,11,Cash,98.84,4.76,4.94,8.4,February,2,15,2019
767-05-1286,C,Naypyitaw,Member,Female,Home and lifestyle,83.77,6,25.13,527.75,23/1/2019,12:10:00 pm,Afternoon,12,Ewallet,502.62,4.76,25.13,5.4,January,1,23,2019
340-21-9136,A,Yangon,Member,Female,Sports and travel,40.05,4,8.01,168.21,25/1/2019,11:40:00 am,Morning,11,Cash,160.2,4.76,8.01,9.7,January,1,25,2019
405-31-3305,A,Yangon,Member,Male,Fashion accessories,43.13,10,21.56,452.86,2/2/2019,6:31:00 pm,Evening,18,Credit card,431.3,4.76,21.56,5.5,February,2,2,2019
731-59-7531,B,Mandalay,Member,Male,Health and beauty,72.57,8,29.03,609.59,30/3/2019,5:58:00 pm,Evening,17,Cash,580.56,4.76,29.03,4.6,March,3,30,2019
676-39-6028,A,Yangon,Member,Female,Electronic accessories,64.44,5,16.11,338.31,30/3/2019,5:04:00 pm,Evening,17,Cash,322.2,4.76,16.11,6.6,March,3,30,2019
502-05-1910,A,Yangon,Normal,Male,Health and beauty,65.18,3,9.78,205.32,25/2/2019,8:35:00 pm,Evening,20,Credit card,195.54,4.76,9.78,6.3,February,2,25,2019
485-30-8700,A,Yangon,Normal,Female,Sports and travel,33.26,5,8.32,174.62,18/3/2019,4:10:00 pm,Afternoon,16,Credit card,166.3,4.76,8.32,4.2,March,3,18,2019
598-47-9715,C,Naypyitaw,Normal,Male,Electronic accessories,84.07,4,16.81,353.09,7/3/2019,4:54:00 pm,Afternoon,16,Ewallet,336.28,4.76,16.81,4.4,March,3,7,2019
701-69-8742,B,Mandalay,Normal,Male,Sports and travel,34.37,10,17.18,360.88,16/3/2019,10:11:00 am,Morning,10,Ewallet,343.7,4.76,17.18,6.7,March,3,16,2019
575-67-1508,A,Yangon,Normal,Male,Electronic accessories,38.6,1,1.93,40.53,29/1/2019,11:26:00 am,Morning,11,Ewallet,38.6,4.76,1.93,6.7,January,1,29,2019
541-08-3113,C,Naypyitaw,Normal,Male,Food and beverages,65.97,8,26.39,554.15,2/2/2019,8:29:00 pm,Evening,20,Cash,527.76,4.76,26.39,8.4,February,2,2,2019
246-11-3901,C,Naypyitaw,Normal,Female,Electronic accessories,32.8,10,16.4,344.4,15/2/2019,12:12:00 pm,Afternoon,12,Cash,328,4.76,16.4,6.2,February,2,15,2019
674-15-9296,A,Yangon,Normal,Male,Sports and travel,37.14,5,9.28,194.98,8/1/2019,1:05:00 pm,Afternoon,13,Ewallet,185.7,4.76,9.28,5,January,1,8,2019
305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,60.38,10,30.19,633.99,12/2/2019,4:19:00 pm,Afternoon,16,Cash,603.8,4.76,30.19,6,February,2,12,2019
493-65-6248,C,Naypyitaw,Member,Female,Sports and travel,36.98,10,18.49,388.29,1/1/2019,7:48:00 pm,Evening,19,Credit card,369.8,4.76,18.49,7,January,1,1,2019
438-01-4015,B,Mandalay,Member,Female,Sports and travel,49.49,4,9.9,207.86,21/3/2019,3:25:00 pm,Afternoon,15,Ewallet,197.96,4.76,9.9,6.6,March,3,21,2019
709-58-4068,B,Mandalay,Normal,Female,Fashion accessories,41.09,10,20.54,431.44,28/2/2019,2:42:00 pm,Afternoon,14,Cash,410.9,4.76,20.54,7.3,February,2,28,2019
795-49-7276,A,Yangon,Normal,Male,Fashion accessories,37.15,4,7.43,156.03,23/3/2019,6:59:00 pm,Evening,18,Ewallet,148.6,4.76,7.43,8.3,March,3,23,2019
556-72-8512,C,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1,1.15,24.11,30/1/2019,8:47:00 pm,Evening,20,Cash,22.96,4.76,1.15,4.3,January,1,30,2019
627-95-3243,B,Mandalay,Member,Female,Home and lifestyle,77.68,9,34.96,734.08,4/2/2019,1:21:00 pm,Afternoon,13,Ewallet,699.12,4.76,34.96,9.8,February,2,4,2019
686-41-0932,B,Mandalay,Normal,Female,Fashion accessories,34.7,2,3.47,72.87,13/3/2019,7:48:00 pm,Evening,19,Ewallet,69.4,4.76,3.47,8.2,March,3,13,2019
510-09-5628,A,Yangon,Member,Female,Fashion accessories,19.66,10,9.83,206.43,15/3/2019,6:20:00 pm,Evening,18,Credit card,196.6,4.76,9.83,7.2,March,3,15,2019
608-04-3797,B,Mandalay,Member,Female,Health and beauty,25.32,8,10.13,212.69,5/3/2019,8:24:00 pm,Evening,20,Ewallet,202.56,4.76,10.13,8.7,March,3,5,2019
148-82-2527,C,Naypyitaw,Member,Female,Home and lifestyle,12.12,10,6.06,127.26,5/3/2019,1:44:00 pm,Afternoon,13,Credit card,121.2,4.76,6.06,8.4,March,3,5,2019
437-53-3084,B,Mandalay,Normal,Male,Fashion accessories,99.89,2,9.99,209.77,26/2/2019,11:48:00 am,Morning,11,Ewallet,199.78,4.76,9.99,7.1,February,2,26,2019
632-32-4574,B,Mandalay,Normal,Male,Sports and travel,75.92,8,30.37,637.73,20/3/2019,2:14:00 pm,Afternoon,14,Cash,607.36,4.76,30.37,5.5,March,3,20,2019
556-97-7101,C,Naypyitaw,Normal,Female,Electronic accessories,63.22,2,6.32,132.76,1/1/2019,3:51:00 pm,Afternoon,15,Cash,126.44,4.76,6.32,8.5,January,1,1,2019
862-59-8517,C,Naypyitaw,Normal,Female,Food and beverages,90.24,6,27.07,568.51,27/1/2019,11:17:00 am,Morning,11,Cash,541.44,4.76,27.07,6.2,January,1,27,2019
401-18-8016,B,Mandalay,Member,Female,Sports and travel,98.13,1,4.91,103.04,21/1/2019,5:36:00 pm,Evening,17,Cash,98.13,4.76,4.91,8.9,January,1,21,2019
420-18-8989,A,Yangon,Member,Female,Sports and travel,51.52,8,20.61,432.77,2/2/2019,3:47:00 pm,Afternoon,15,Cash,412.16,4.76,20.61,9.6,February,2,2,2019
277-63-2961,B,Mandalay,Member,Male,Sports and travel,73.97,1,3.7,77.67,3/2/2019,3:53:00 pm,Afternoon,15,Credit card,73.97,4.76,3.7,5.4,February,2,3,2019
573-98-8548,C,Naypyitaw,Member,Female,Fashion accessories,31.9,1,1.6,33.5,5/1/2019,12:40:00 pm,Afternoon,12,Ewallet,31.9,4.76,1.6,9.1,January,1,5,2019
620-02-2046,C,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2,6.94,145.74,27/1/2019,7:48:00 pm,Evening,19,Ewallet,138.8,4.76,6.94,9,January,1,27,2019
282-35-2475,B,Mandalay,Normal,Female,Sports and travel,93.31,2,9.33,195.95,25/3/2019,5:53:00 pm,Evening,17,Cash,186.62,4.76,9.33,6.3,March,3,25,2019
511-54-3087,B,Mandalay,Normal,Male,Sports and travel,88.45,1,4.42,92.87,25/2/2019,4:36:00 pm,Afternoon,16,Credit card,88.45,4.76,4.42,9.5,February,2,25,2019
726-29-6793,A,Yangon,Member,Male,Electronic accessories,24.18,8,9.67,203.11,28/1/2019,8:54:00 pm,Evening,20,Ewallet,193.44,4.76,9.67,9.8,January,1,28,2019
387-49-4215,B,Mandalay,Member,Female,Sports and travel,48.5,3,7.28,152.78,8/1/2019,12:50:00 pm,Afternoon,12,Cash,145.5,4.76,7.28,6.7,January,1,8,2019
862-17-9201,B,Mandalay,Normal,Female,Food and beverages,84.05,6,25.22,529.52,29/1/2019,10:48:00 am,Morning,10,Credit card,504.3,4.76,25.22,7.7,January,1,29,2019
291-21-5991,B,Mandalay,Member,Male,Health and beauty,61.29,5,15.32,321.77,29/3/2019,2:28:00 pm,Afternoon,14,Cash,306.45,4.76,15.32,7,March,3,29,2019
602-80-9671,C,Naypyitaw,Member,Female,Home and lifestyle,15.95,6,4.78,100.48,9/2/2019,5:15:00 pm,Evening,17,Credit card,95.7,4.76,4.78,5.1,February,2,9,2019
347-72-6115,B,Mandalay,Member,Female,Sports and travel,90.74,7,31.76,666.94,16/1/2019,6:03:00 pm,Evening,18,Credit card,635.18,4.76,31.76,6.2,January,1,16,2019
209-61-0206,A,Yangon,Normal,Female,Home and lifestyle,42.91,5,10.73,225.28,5/1/2019,5:29:00 pm,Evening,17,Ewallet,214.55,4.76,10.73,6.1,January,1,5,2019
595-27-4851,A,Yangon,Normal,Female,Fashion accessories,54.28,7,19,398.96,27/1/2019,6:05:00 pm,Evening,18,Ewallet,379.96,4.76,19,9.3,January,1,27,2019
189-52-0236,A,Yangon,Normal,Male,Electronic accessories,99.55,7,34.84,731.69,14/3/2019,12:07:00 pm,Afternoon,12,Cash,696.85,4.76,34.84,7.6,March,3,14,2019
503-07-0930,C,Naypyitaw,Member,Male,Sports and travel,58.39,7,20.44,429.17,23/2/2019,7:49:00 pm,Evening,19,Credit card,408.73,4.76,20.44,8.2,February,2,23,2019
413-20-6708,C,Naypyitaw,Member,Female,Fashion accessories,51.47,1,2.57,54.04,18/3/2019,3:52:00 pm,Afternoon,15,Ewallet,51.47,4.76,2.57,8.5,March,3,18,2019
425-85-2085,B,Mandalay,Member,Male,Health and beauty,54.86,5,13.72,288.02,29/3/2019,4:48:00 pm,Afternoon,16,Ewallet,274.3,4.76,13.72,9.8,March,3,29,2019
521-18-7827,C,Naypyitaw,Member,Male,Home and lifestyle,39.39,5,9.85,206.8,22/1/2019,8:46:00 pm,Evening,20,Credit card,196.95,4.76,9.85,8.7,January,1,22,2019
220-28-1851,A,Yangon,Normal,Male,Home and lifestyle,34.73,2,3.47,72.93,1/3/2019,6:14:00 pm,Evening,18,Ewallet,69.46,4.76,3.47,9.7,March,3,1,2019
600-38-9738,C,Naypyitaw,Member,Male,Sports and travel,71.92,5,17.98,377.58,17/1/2019,3:05:00 pm,Afternoon,15,Credit card,359.6,4.76,17.98,4.3,January,1,17,2019
734-91-1155,B,Mandalay,Normal,Female,Electronic accessories,45.71,3,6.86,143.99,26/3/2019,10:34:00 am,Morning,10,Credit card,137.13,4.76,6.86,7.7,March,3,26,2019
451-28-5717,C,Naypyitaw,Member,Female,Home and lifestyle,83.17,6,24.95,523.97,20/3/2019,11:23:00 am,Morning,11,Cash,499.02,4.76,24.95,7.3,March,3,20,2019
609-81-8548,A,Yangon,Member,Female,Home and lifestyle,37.44,6,11.23,235.87,6/2/2019,1:55:00 pm,Afternoon,13,Credit card,224.64,4.76,11.23,5.9,February,2,6,2019
133-14-7229,C,Naypyitaw,Normal,Male,Health and beauty,62.87,2,6.29,132.03,1/1/2019,11:43:00 am,Morning,11,Cash,125.74,4.76,6.29,5,January,1,1,2019
534-01-4457,A,Yangon,Normal,Male,Food and beverages,81.71,6,24.51,514.77,27/1/2019,2:36:00 pm,Afternoon,14,Credit card,490.26,4.76,24.51,8,January,1,27,2019
719-89-8991,A,Yangon,Member,Female,Sports and travel,91.41,5,22.85,479.9,25/2/2019,4:03:00 pm,Afternoon,16,Ewallet,457.05,4.76,22.85,7.1,February,2,25,2019
286-62-6248,B,Mandalay,Normal,Male,Fashion accessories,39.21,4,7.84,164.68,16/1/2019,8:03:00 pm,Evening,20,Credit card,156.84,4.76,7.84,9,January,1,16,2019
339-38-9982,B,Mandalay,Member,Male,Fashion accessories,59.86,2,5.99,125.71,13/1/2019,2:55:00 pm,Afternoon,14,Ewallet,119.72,4.76,5.99,6.7,January,1,13,2019
827-44-5872,B,Mandalay,Member,Female,Food and beverages,54.36,10,27.18,570.78,7/2/2019,11:28:00 am,Morning,11,Credit card,543.6,4.76,27.18,6.1,February,2,7,2019
827-77-7633,A,Yangon,Normal,Male,Sports and travel,98.09,9,44.14,926.95,17/2/2019,7:41:00 pm,Evening,19,Cash,882.81,4.76,44.14,9.3,February,2,17,2019
287-83-1405,A,Yangon,Normal,Male,Health and beauty,25.43,6,7.63,160.21,12/2/2019,7:01:00 pm,Evening,19,Ewallet,152.58,4.76,7.63,7,February,2,12,2019
435-13-4908,A,Yangon,Member,Male,Fashion accessories,86.68,8,34.67,728.11,24/1/2019,6:04:00 pm,Evening,18,Credit card,693.44,4.76,34.67,7.2,January,1,24,2019
857-67-9057,B,Mandalay,Normal,Male,Electronic accessories,22.95,10,11.48,240.98,6/2/2019,7:20:00 pm,Evening,19,Ewallet,229.5,4.76,11.48,8.2,February,2,6,2019
236-27-1144,C,Naypyitaw,Normal,Female,Food and beverages,16.31,9,7.34,154.13,26/3/2019,10:31:00 am,Morning,10,Ewallet,146.79,4.76,7.34,8.4,March,3,26,2019
892-05-6689,A,Yangon,Normal,Female,Home and lifestyle,28.32,5,7.08,148.68,11/3/2019,1:28:00 pm,Afternoon,13,Ewallet,141.6,4.76,7.08,6.2,March,3,11,2019
583-41-4548,C,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7,5.83,122.52,7/2/2019,11:36:00 am,Morning,11,Ewallet,116.69,4.76,5.83,7.4,February,2,7,2019
339-12-4827,B,Mandalay,Member,Female,Fashion accessories,73.96,1,3.7,77.66,5/1/2019,11:32:00 am,Morning,11,Credit card,73.96,4.76,3.7,5,January,1,5,2019
643-38-7867,A,Yangon,Normal,Male,Home and lifestyle,97.94,1,4.9,102.84,7/3/2019,11:44:00 am,Morning,11,Ewallet,97.94,4.76,4.9,6.9,March,3,7,2019
308-81-0538,A,Yangon,Normal,Female,Fashion accessories,73.05,4,14.61,306.81,25/2/2019,5:16:00 pm,Evening,17,Credit card,292.2,4.76,14.61,4.9,February,2,25,2019
358-88-9262,C,Naypyitaw,Member,Female,Food and beverages,87.48,6,26.24,551.12,1/2/2019,6:43:00 pm,Evening,18,Ewallet,524.88,4.76,26.24,5.1,February,2,1,2019
460-35-4390,A,Yangon,Normal,Male,Home and lifestyle,30.68,3,4.6,96.64,22/1/2019,11:00:00 am,Morning,11,Ewallet,92.04,4.76,4.6,9.1,January,1,22,2019
343-87-0864,C,Naypyitaw,Member,Male,Health and beauty,75.88,1,3.79,79.67,3/1/2019,10:30:00 am,Morning,10,Credit card,75.88,4.76,3.79,7.1,January,1,3,2019
173-50-1108,B,Mandalay,Member,Female,Sports and travel,20.18,4,4.04,84.76,13/2/2019,12:14:00 pm,Afternoon,12,Credit card,80.72,4.76,4.04,5,February,2,13,2019
243-47-2663,C,Naypyitaw,Member,Male,Electronic accessories,18.77,6,5.63,118.25,28/1/2019,4:43:00 pm,Afternoon,16,Credit card,112.62,4.76,5.63,5.5,January,1,28,2019
841-18-8232,B,Mandalay,Normal,Female,Food and beverages,71.2,1,3.56,74.76,5/1/2019,8:40:00 pm,Evening,20,Credit card,71.2,4.76,3.56,9.2,January,1,5,2019
701-23-5550,B,Mandalay,Member,Male,Home and lifestyle,38.81,4,7.76,163,19/3/2019,1:40:00 pm,Afternoon,13,Ewallet,155.24,4.76,7.76,4.9,March,3,19,2019
647-50-1224,A,Yangon,Normal,Female,Fashion accessories,29.42,10,14.71,308.91,12/1/2019,4:23:00 pm,Afternoon,16,Ewallet,294.2,4.76,14.71,8.9,January,1,12,2019
541-48-8554,A,Yangon,Normal,Male,Sports and travel,60.95,9,27.43,575.98,7/1/2019,12:08:00 pm,Afternoon,12,Credit card,548.55,4.76,27.43,6,January,1,7,2019
539-21-7227,B,Mandalay,Normal,Female,Sports and travel,51.54,5,12.88,270.58,26/1/2019,5:45:00 pm,Evening,17,Cash,257.7,4.76,12.88,4.2,January,1,26,2019
213-32-1216,A,Yangon,Normal,Female,Electronic accessories,66.06,6,19.82,416.18,23/1/2019,10:28:00 am,Morning,10,Cash,396.36,4.76,19.82,7.3,January,1,23,2019
747-58-7183,B,Mandalay,Normal,Male,Fashion accessories,57.27,3,8.59,180.4,9/2/2019,8:31:00 pm,Evening,20,Ewallet,171.81,4.76,8.59,6.5,February,2,9,2019
582-52-8065,B,Mandalay,Normal,Female,Fashion accessories,54.31,9,24.44,513.23,22/2/2019,10:49:00 am,Morning,10,Cash,488.79,4.76,24.44,8.9,February,2,22,2019
210-57-1719,B,Mandalay,Normal,Female,Health and beauty,58.24,9,26.21,550.37,5/2/2019,12:34:00 pm,Afternoon,12,Cash,524.16,4.76,26.21,9.7,February,2,5,2019
399-69-4630,C,Naypyitaw,Normal,Male,Electronic accessories,22.21,6,6.66,139.92,7/3/2019,10:23:00 am,Morning,10,Credit card,133.26,4.76,6.66,8.6,March,3,7,2019
134-75-2619,A,Yangon,Member,Male,Electronic accessories,19.32,7,6.76,142,25/3/2019,6:51:00 pm,Evening,18,Cash,135.24,4.76,6.76,6.9,March,3,25,2019
356-44-8813,B,Mandalay,Normal,Male,Home and lifestyle,37.48,3,5.62,118.06,20/1/2019,1:45:00 pm,Afternoon,13,Credit card,112.44,4.76,5.62,7.7,January,1,20,2019
198-66-9832,B,Mandalay,Member,Female,Fashion accessories,72.04,2,7.2,151.28,4/2/2019,7:38:00 pm,Evening,19,Cash,144.08,4.76,7.2,9.5,February,2,4,2019
283-26-5248,C,Naypyitaw,Member,Female,Food and beverages,98.52,10,49.26,1034.46,30/1/2019,8:23:00 pm,Evening,20,Ewallet,985.2,4.76,49.26,4.5,January,1,30,2019
712-39-0363,A,Yangon,Member,Male,Food and beverages,41.66,6,12.5,262.46,2/1/2019,3:24:00 pm,Afternoon,15,Ewallet,249.96,4.76,12.5,5.6,January,1,2,2019
218-59-9410,A,Yangon,Member,Female,Home and lifestyle,72.42,3,10.86,228.12,29/3/2019,4:54:00 pm,Afternoon,16,Ewallet,217.26,4.76,10.86,8.2,March,3,29,2019
174-75-0888,B,Mandalay,Normal,Male,Electronic accessories,21.58,9,9.71,203.93,14/3/2019,12:32:00 pm,Afternoon,12,Cash,194.22,4.76,9.71,7.3,March,3,14,2019
866-99-7614,C,Naypyitaw,Normal,Male,Food and beverages,89.2,10,44.6,936.6,11/2/2019,3:42:00 pm,Afternoon,15,Credit card,892,4.76,44.6,4.4,February,2,11,2019
134-54-4720,B,Mandalay,Normal,Female,Electronic accessories,42.42,8,16.97,356.33,30/1/2019,1:58:00 pm,Afternoon,13,Ewallet,339.36,4.76,16.97,5.7,January,1,30,2019
760-90-2357,A,Yangon,Member,Male,Electronic accessories,74.51,6,22.35,469.41,20/3/2019,3:08:00 pm,Afternoon,15,Ewallet,447.06,4.76,22.35,5,March,3,20,2019
514-37-2845,B,Mandalay,Normal,Male,Fashion accessories,99.25,2,9.92,208.42,20/3/2019,1:02:00 pm,Afternoon,13,Cash,198.5,4.76,9.92,9,March,3,20,2019
698-98-5964,A,Yangon,Normal,Female,Food and beverages,81.21,10,40.6,852.7,17/1/2019,1:01:00 pm,Afternoon,13,Credit card,812.1,4.76,40.6,6.3,January,1,17,2019
718-57-9773,C,Naypyitaw,Normal,Female,Sports and travel,49.33,10,24.66,517.96,3/2/2019,4:40:00 pm,Afternoon,16,Credit card,493.3,4.76,24.66,9.4,February,2,3,2019
651-88-7328,A,Yangon,Normal,Female,Fashion accessories,65.74,9,29.58,621.24,1/1/2019,1:55:00 pm,Afternoon,13,Cash,591.66,4.76,29.58,7.7,January,1,1,2019
241-11-2261,B,Mandalay,Normal,Female,Fashion accessories,79.86,7,27.95,586.97,10/1/2019,10:33:00 am,Morning,10,Credit card,559.02,4.76,27.95,5.5,January,1,10,2019
408-26-9866,C,Naypyitaw,Normal,Female,Sports and travel,73.98,7,25.89,543.75,2/3/2019,4:42:00 pm,Afternoon,16,Ewallet,517.86,4.76,25.89,4.1,March,3,2,2019
834-83-1826,B,Mandalay,Member,Female,Home and lifestyle,82.04,5,20.51,430.71,25/2/2019,5:16:00 pm,Evening,17,Credit card,410.2,4.76,20.51,7.6,February,2,25,2019
343-61-3544,B,Mandalay,Member,Male,Sports and travel,26.67,10,13.34,280.04,29/1/2019,11:48:00 am,Morning,11,Cash,266.7,4.76,13.34,8.6,January,1,29,2019
239-48-4278,A,Yangon,Member,Male,Food and beverages,10.13,7,3.55,74.46,10/3/2019,7:35:00 pm,Evening,19,Ewallet,70.91,4.76,3.55,8.3,March,3,10,2019
355-34-6244,B,Mandalay,Normal,Male,Food and beverages,72.39,2,7.24,152.02,13/1/2019,7:55:00 pm,Evening,19,Credit card,144.78,4.76,7.24,8.1,January,1,13,2019
550-84-8664,A,Yangon,Normal,Male,Sports and travel,85.91,5,21.48,451.03,22/3/2019,2:33:00 pm,Afternoon,14,Credit card,429.55,4.76,21.48,8.6,March,3,22,2019
